Coefficients,Instruments
0.7286176,
6.09093,
170.32307,3;1
171.72916,
173.89346,
175.55722,
176.66954,
176.48901,
174.8105,
172.83331,
171.10373,
170.01773,
169.63345,
169.44696,
167.13718,
163.15741,
160.1882,
159.29031,
157.87091,
155.11005,
152.47302,
149.65443,
146.41656,
144.00417,
142.5803,
141.95758,
141.88222,
141.1687,
138.96573,
137.5897,
136.62683,
135.59515,
134.10132,
132.55685,
131.67197,
131.12654,
130.6594,
129.31488,
126.77333,
123.63309,
120.58952,
118.62326,
115.96562,
112.380005,3
109.768845,3
106.91693,3
103.09766,3
100.63661,3
102.676636,3
106.66994,3
108.73085,3
108.42224,3
107.32823,3
105.62755,3
104.46954,3
102.45105,3
99.79307,3
96.98415,3
94.752716,3
95.499596,3
99.51811,3
104.80887,3
108.47966,3
109.9995,3
110.70027,3
111.80687,3
112.46272,3
113.49997,3
113.137505,3
113.67117,3
116.04886,3
118.70766,3
119.90689,3
122.030106,3
124.966866,3
124.8989,3
121.42542,3
116.63571,3
111.88695,3
109.68237,3
108.84491,3
108.651215,3
109.87932,3
110.92418,3
112.72516,3
114.0798,3
112.91458,3
109.093796,3
106.60196,3
104.76804,3
103.49692,3
104.458534,3
106.6791,3
110.21654,3
113.975815,3
116.72679,3
119.87395,3
122.06359,3
122.597595,3
122.344284,3
122.1658,3
122.831406,3
124.43361,3
125.990524,3
126.836624,3
125.40749,3
121.987434,3
118.98948,3
116.90124,3
115.4413,3
115.532486,3
116.86848,3
118.31209,3
119.13876,3
119.255165,3
118.738884,3
117.89814,3
116.975586,3
114.75691,3
112.38516,3
110.359665,3
109.32367,3
109.24426,3
109.1013,3
108.26221,3
107.15869,3
106.822235,
105.22392,
103.545494,
101.91644,
100.78469,
100.403694,
99.06172,
96.67912,
94.979065,
95.07151,
96.507065,
97.28766,
96.025955,
94.52946,
98.136734,
102.7358,3
105.52729,3
106.820786,3
108.23596,3
109.84805,3
110.8768,3
111.134056,3
110.070625,3
107.48862,3
104.553314,3
103.14787,3
103.86905,3
105.149254,3
104.51555,3
101.11728,3
99.8495,3
103.36377,3
107.67746,3
109.68651,3
109.05411,3
108.10515,3
108.596535,3
110.53543,3
111.02162,3
109.407974,3
107.21909,3
106.51166,3
106.64749,3
106.12204,3
109.041374,3
113.559586,3
116.75632,3
119.61181,3
121.17648,3
121.91411,3
123.11107,3
125.32687,3
129.57889,3
132.82059,3
133.20865,3
131.34317,3
128.21881,3
126.21681,3
126.71622,3
126.79305,3
125.35043,3
122.27132,3
118.53578,3
116.36747,3
115.876236,3
115.78723,3
115.70306,3
114.02359,3
110.149895,3
106.460846,3
104.442345,3
103.34197,3
103.34123,3
104.02787,3
104.462715,3
103.14456,3
101.48065,3
99.89152,3
99.97072,3
100.94302,3
102.683655,3
103.84347,3
104.977356,3
105.27211,3
104.86078,3
103.842155,3
103.004005,3
102.9211,3
105.74811,3
111.18372,3
114.722275,3
114.090294,3
111.53311,3
109.62044,3
109.160355,3
108.82576,3
107.17433,3
107.203995,3
108.37453,3
108.597275,3
107.73454,3
106.22116,3
105.560814,3
106.87384,3
109.179146,3
110.38377,3
109.830734,3
110.03538,3
109.91086,3
109.2168,3
109.82972,3
111.90727,3
113.93678,3
113.842,3
111.26579,3
108.32579,3
107.10394,3
109.06451,3
111.02814,3
110.61774,
108.56294,
107.07084,
106.02566,
104.387085,
103.93245,
104.863785,
105.171844,
103.12733,
99.70485,
97.59028,
96.388504,
93.67375,
90.09862,
87.000626,
85.12391,3
83.93399,3
83.75581,3
86.99006,3
91.060135,3
93.800545,3
95.29584,3
96.90471,3
98.383934,3
98.844376,3
99.4396,3
99.528854,3
97.906075,3
97.199905,3
99.75806,3
103.261215,3
105.54201,3
106.58192,3
107.25758,3
108.39068,3
110.22066,3
112.77696,3
114.02707,3
112.56678,3
110.67205,3
109.180984,3
106.2758,3
104.243,3
103.69127,3
103.003296,3
102.89339,3
104.85214,3
107.37955,3
108.87881,3
108.77049,3
107.10666,3
104.60152,3
101.26918,3
97.19818,3
93.81421,3
92.31604,3
91.271255,3
89.11163,3
87.82019,3
88.65885,3
91.77385,3
94.13082,3
93.92145,3
91.722,3
89.695335,3
88.74925,3
89.13749,3
92.4851,3
97.44267,3
100.94467,3
101.78174,
100.84029,
98.53404,
96.965805,
96.89937,
97.8365,
99.270935,
101.62816,3
102.23438,3
100.71858,3
100.8405,3
100.82471,3
99.186195,3
96.081055,3
94.60184,3
95.23085,3
97.37715,
100.87593,
103.96881,
107.17865,
110.911285,
112.83533,3
110.81095,3
107.302444,3
105.97577,3
105.88751,3
105.08957,3
102.98953,3
99.31869,3
97.11816,3
98.51399,
101.33744,
104.56067,
107.799095,
111.28377,
113.82654,
113.369705,
110.88432,
107.65629,3
104.244385,3
99.64281,3
94.184135,3
89.67704,3
88.26201,3
88.68678,3
87.87573,3
84.38008,3
80.97551,3
79.79642,3
81.8578,3
85.85649,3
88.850525,3
89.84943,3
89.8836,3
90.56467,3
90.17572,
89.1328,
88.204834,
87.11235,
87.312256,
87.86302,
87.84915,
85.72606,
81.79878,
77.628174,
76.025764,
78.12901,
80.80461,
81.64314,
80.9449,
79.21065,3
77.67404,3
79.88785,3
85.495255,3
90.55798,3
92.84032,3
91.85217,
88.99643,
86.2914,
85.3548,
87.696144,
92.855194,
97.13625,
97.56368,3
95.72839,3
93.14887,3
91.882935,3
90.94339,3
90.02795,3
89.00942,3
87.19972,3
86.026794,
86.49163,
88.71136,
91.05469,
91.20202,
90.36705,
89.25518,
88.091705,3
87.54678,3
85.07061,3
81.386795,3
81.7991,3
85.633606,3
89.04634,3
91.45827,3
92.98032,3
92.827484,3
91.434845,3
90.97689,3
92.77501,3
95.1767,3
95.49341,3
93.73123,3
91.332794,3
89.10732,3
86.16013,
84.50957,
85.14862,
86.13191,
85.986084,
83.503296,
81.371414,
79.62946,
78.721054,
79.879745,
79.15047,
75.01512,
70.28051,
68.44684,
67.22739,
66.67626,
75.13112,3
88.23358,3
99.61249,3
106.47162,3
108.58061,3
109.009445,3
109.319534,3
111.13215,3
114.21619,3
117.29457,3
118.43289,3
118.07804,3
116.594604,3
114.882935,3
113.59651,3
111.772835,3
108.64432,3
106.90273,3
106.160355,
104.54338,
102.21675,
98.99956,
95.39897,
91.14687,
88.54114,
87.48399,
86.6105,
85.498535,
85.81906,
86.6469,
85.527695,
83.52763,
81.59018,
80.55228,
84.09321,3
90.27391,3
95.39342,3
99.046585,3
101.547485,3
104.055435,3
106.68671,3
107.05163,3
104.42232,3
101.60629,3
99.72595,3
99.67885,3
100.224594,3
102.37075,3
105.107605,3
106.27054,3
104.64288,3
101.39766,
100.23552,
100.92079,
100.10828,
97.3306,
94.3614,
92.61505,
90.07922,
86.91431,
85.83211,
85.977,
84.768906,
82.43359,
80.15224,
79.56575,
79.72849,
79.256546,
79.49721,
81.787964,
83.087234,
82.53281,
81.876854,
81.9918,
81.925735,
81.19107,
79.70036,
77.51662,
75.16417,
72.499466,
70.43042,
67.89162,
65.50039,
64.253654,
62.788914,
62.440094,
65.38807,
68.64828,
68.851135,
66.50668,
64.42097,
64.8741,
75.986786,
95.10179,
109.70214,
119.91583,
126.056335,
131.65906,3;1
139.50873,3;1
148.32803,3;1
153.87547,3;1
157.71559,3;1
160.5047,3;1
161.01933,3;1
161.12161,3;1
162.45251,3;1
162.04216,3;1
159.4945,3;1
156.63034,3;1
155.51138,3;1
154.70334,3;1
152.69548,3;1
152.63068,3;1
155.57571,3;1
157.94318,3;1
160.10156,3;1
164.21362,3;1
168.72958,3;1
172.24481,3;1
172.71852,3;1
170.8967,3;1
169.35715,3;1
169.38127,3;1
170.0376,3;1
169.55292,3;1
169.24146,3;1
170.1983,3;1
172.61935,3;1
176.93665,3;1
180.75854,3;1
182.84952,3;1
183.10234,3;1
182.63864,3;1
182.94547,3;1
184.28687,3;1
186.92636,3;1
189.97202,3;1
192.07315,3;1
191.78949,3;1
189.88786,3;1
187.35986,3;1
186.18085,3;1
186.69662,3;1
185.47527,3;1
183.58035,3;1
182.41086,3;1
181.1738,3;1
179.90097,3;1
179.86583,
180.58609,
179.93283,
177.66264,
176.11588,
175.86203,
175.61372,
175.43529,
176.30093,3;1
176.57364,3;1
174.97307,3;1
173.65796,3;1
173.57837,3;1
173.86783,3;1
175.42474,3;1
178.25241,3;1
180.76987,3;1
182.75937,3;1
183.86496,3;1
182.95975,3;1
180.98245,3;1
177.80878,3;1
173.7197,3;1
169.97348,3;1
167.272,3;1
165.72018,3;1
163.10777,3;1
158.57707,3;1
153.68588,3;1
148.85715,3
145.80557,3
145.26202,3
145.30655,3
145.05396,3
143.56839,3
140.86174,3
138.9157,3
138.45927,3
138.70836,3
138.89444,3
144.07526,3
153.98056,3
160.68912,3
163.16397,3;1
163.22597,3;1
164.99867,3;1
169.75787,3;1
174.63861,3;1
176.25835,3;1
173.69551,3;1
169.76959,3;1
167.20149,3;1
166.51727,3;1
164.78076,3;1
162.6756,3;1
160.66399,3;1
158.01898,3
155.00406,3
151.9681,3
148.65625,3
146.53294,3
145.11392,3
144.08884,3
143.27219,3
142.42825,3
142.33105,3
142.31989,3
140.63217,3
138.86023,3
136.85994,3
135.34009,3
144.47017,3
154.03914,3;1
159.75769,3;1
162.43062,3;1
164.13297,3;1
168.13191,3;1
175.21469,3;1
183.42285,3;1
189.99881,3;1
193.44559,3;1
195.25217,3;1
195.0297,3;1
192.87766,3;1
190.1235,3;1
186.77899,3;1
183.50027,3;1
181.52707,3;1
179.10197,3;1
175.15958,3
170.67082,3
167.41116,3
165.33144,3
162.77869,3
159.0097,3
156.01152,3
154.3938,3
151.50664,3
147.16478,3
144.54095,3
143.42188,3
145.54471,3
149.56723,3
153.38394,3
157.02956,3;1
160.20883,3;1
163.01413,3;1
165.48412,3;1
166.87628,3;1
168.1464,3;1
170.22571,3;1
174.72688,3;1
181.08415,3;1
184.8987,3;1
184.86813,3;1
183.56978,3;1
184.3375,3;1
187.50418,3;1
189.17175,3;1
188.39566,3;1
186.44589,3;1
184.56464,3
183.88736,3
182.70316,3
180.31454,3
177.80461,3
175.582,3
172.72772,3
168.82057,3
164.20056,3
159.14069,3
154.75005,3
151.34294,3
148.67313,3
148.35089,3
152.11523,3
157.5159,3;1
163.48982,3;1
167.33612,3;1
169.13849,3;1
169.40869,3;1
168.52542,3;1
168.10512,3;1
170.6318,3;1
175.70227,3;1
179.78223,3;1
182.37515,3;1
184.75461,3;1
185.33984,3;1
184.61058,3;1
184.75182,3;1
185.25584,3;1
184.75874,3;1
183.14142,3;1
181.50192,3;1
178.71106,3
176.13174,3
174.57343,3
173.59189,3
171.54767,3
167.07947,3
160.0217,3
152.42044,3
147.21323,3
145.14966,3
143.41956,3
140.84991,3
142.97049,3
152.3707,3
160.48663,3
167.34174,3;1
172.01701,3;1
174.16223,3;1
173.78467,3;1
172.59805,3;1
171.8857,3;1
172.59427,3;1
175.39987,3;1
177.70831,3;1
176.88483,3;1
174.64456,3;1
173.4264,3;1
173.07507,3;1
171.82831,3;1
169.82397,3;1
168.78497,3;1
169.34926,3;1
171.84785,3;1
175.01578,3;1
176.68797,3;1
177.64307,3;1
178.15678,3;1
177.14842,3;1
174.69067,3;1
172.23203,3;1
170.2843,3;1
169.4324,3;1
170.24167,3;1
169.97723,3;1
166.98148,3;1
164.05307,3;1
163.00505,3;1
162.14847,3;1
161.12521,3;1
160.50858,3;1
159.86261,3;1
159.56625,3;1
159.4588,3;1
159.38736,3;1
158.16138,3;1
155.6471,3;1
152.849,3;1
151.07799,3;1
150.49461,3;1
148.93935,3;1
147.40279,3;1
145.97684,3;1
142.85133,3;1
138.42377,3;1
136.55873,3;1
138.67566,3;1
143.18817,3;1
149.28128,3;1
155.39746,3;1
159.54605,3;1
160.79044,3;1
160.8988,3;1
160.99217,
161.61394,
161.30846,
155.77489,
146.56366,
140.29599,
139.09908,3;1
141.14578,3;1
143.02591,3;1
144.58139,3;1
146.91037,3;1
153.0971,3;1
159.07281,3;1
161.40286,3;1
160.97693,3;1
157.28624,
146.25604,
137.03925,
135.2897,
138.39365,
143.22102,
149.13126,
156.05557,
163.31467,3;1
168.97766,3;1
171.45877,3;1
172.41653,3;1
173.78577,3;1
174.51965,3;1
172.7835,3;1
164.61555,3;1
154.2572,
149.01492,
144.61028,
140.6673,
138.15494,
138.77106,
143.67685,
152.80746,3;1
162.62671,3;1
169.68825,3;1
172.29088,3;1
172.86589,3;1
173.66449,3;1
174.16586,3;1
173.70316,3;1
172.82373,3;1
171.57794,3;1
170.89833,3;1
169.30823,
166.68253,
163.58871,
161.07007,
159.30005,
158.53227,
156.9883,
153.90604,
150.39105,
146.53664,
140.05542,
131.69919,
125.93779,
121.50528,
118.98152,
117.16945,
117.70636,
119.743355,3;1
122.22433,3;1
127.59683,3;1
137.36206,3;1
149.51154,3;1
158.2905,3;1
160.63586,3;1
160.7545,3;1
159.81787,3;1
158.6021,3;1
158.78842,3;1
158.3519,3;1
156.90456,3;1
155.84018,3;1
154.7562,3;1
153.23277,3;1
150.13428,3;1
147.2623,3;1
146.11493,
144.83458,
143.17377,
142.83817,
142.96027,
142.64569,
142.15881,
141.37732,
142.65533,
145.49387,
145.80289,
144.67854,
141.21008,
136.48727,
131.53787,
126.6315,
122.91911,3;1
121.05213,3;1
121.281654,3;1
123.78292,3;1
128.20468,3;1
133.14557,3;1
136.031,3;1
136.7987,3;1
138.30063,3;1
139.7875,3;1
140.40277,3;1
141.60178,3;1
142.14496,3;1
141.39742,3;1
140.2325,3;1
139.64682,3;1
139.1839,3;1
136.77943,
133.64766,
130.52888,
127.30611,
126.16986,
125.64863,
125.513245,
126.47564,
130.0796,
137.43071,
143.01389,
146.0132,
147.65553,3;1
150.05737,3;1
155.26862,3;1
161.94981,3;1
168.36911,3;1
174.13177,3;1
176.94345,3;1
176.58304,3;1
174.32172,3;1
172.50443,3;1
171.978,3;1
171.27708,3;1
169.699,3;1
167.32907,3;1
164.19446,3;1
161.07022,3;1
157.805,3;1
154.06839,3;1
149.86127,
146.20352,
141.89508,
138.2127,
135.611,
135.1309,
137.77391,
139.80255,
139.42456,
134.36389,
131.85135,
134.02261,
138.81013,
140.3808,
139.97583,
139.57141,3;1
140.46765,3;1
141.87314,3;1
142.7069,3;1
143.66068,3;1
145.20595,3;1
146.48666,3;1
147.1954,3;1
147.83267,3;1
149.05934,3;1
149.97295,3;1
149.11206,3;1
146.65121,3;1
144.66544,3;1
144.0585,3;1
145.0961,3;1
148.97263,3;1
155.2614,
160.45532,
163.03333,
162.18536,
159.05176,
155.56413,
153.74063,
154.49626,
156.13522,
157.52547,
158.83237,
159.97464,
160.3284,
159.36864,
158.32938,
156.56383,
153.89511,
151.18524,
149.40338,
147.72989,
145.74649,
144.43784,
143.59955,
142.04976,
139.22527,
134.7204,
130.26053,
127.44525,
126.69116,
125.53978,
122.46315,
116.03689,
109.54846,
106.6205,
108.06222,
109.78006,
109.12335,
106.80683,
104.08484,
100.77495,
98.02211,
97.63923,
98.64838,
99.25418,
98.178154,
96.93476,
101.43463,
109.029366,1
117.086914,1
130.6724,1
140.3543,1
143.56744,1
144.25275,1
144.93224,1
145.92285,1
145.50595,1
143.90186,1
143.27185,1
144.3556,1
145.75377,1
145.4687,1
144.15579,1
145.28001,1
148.35085,1
149.60156,1
149.40218,1
147.92572,1
147.47684,1
148.41376,1
149.35742,1
150.95808,1
152.42752,1
152.31776,1
150.61464,1
149.51633,1
149.79272,1
148.83604,1
148.35732,1
148.40613,1
148.3327,1
147.79562,1
146.36009,1
144.32764,1
142.30164,1
140.34253,1
137.93161,1
134.3349,1
129.16312,1
123.96303,1
121.658714,1
129.926,1
140.22006,1
149.2862,1
154.89185,1
158.46262,1
160.7251,1
161.56918,1
162.20526,1
162.64084,1
162.4273,1
161.83842,1
160.8511,1
159.3937,1
158.28574,1
158.44919,1
159.87088,1
159.36736,1
157.58174,1
155.69116,1
155.15776,1
156.51979,1
156.70076,1
155.47131,1
153.59813,1
151.7348,1
151.29376,1
151.38632,1
150.84137,1
148.96448,1
145.87859,1
143.41576,1
141.76706,1
140.58112,1
139.07675,1
136.3399,1
132.52759,1
129.65291,1
128.19293,1
127.983734,1
127.98218,1
126.33867,1
125.31966,1
124.844925,1
123.87511,1
122.14372,1
119.16383,1
116.682144,1
117.09752,1
130.036,1
142.17636,1
149.89203,1
156.18332,1
161.03267,1
163.5873,1
164.73486,1
164.71094,1
163.59686,1
161.42212,1
159.86282,1
160.76146,1
161.02155,1
158.8923,1
155.05579,1
150.64212,1
147.76404,1
148.12752,1
150.08466,1
150.34474,1
147.29932,1
142.384,1
139.24168,1
138.47417,1
139.27045,1
139.67761,1
138.95639,1
138.79738,1
139.17412,1
140.46555,1
147.78598,1
155.87561,1
162.09668,1
166.02902,1
166.41602,1
164.84889,1
163.739,1
162.6829,1
160.50217,1
159.35974,1
159.7475,1
159.89317,1
158.64566,1
157.34897,1
156.09146,1
156.8509,1
158.64014,1
160.02539,1
160.11526,1
157.92671,1
154.4515,1
150.18515,1
146.00308,1
144.50055,1
145.25955,1
146.08466,1
146.3332,1
147.86934,1
152.17728,1
156.26701,1
158.51212,1
160.1174,1
162.59604,1
164.86081,1
165.2294,1
163.49585,1
161.79881,1
161.48306,1
162.05054,1
164.26584,1
165.68864,1
165.8664,1
167.21848,1
169.7039,1
173.31934,1
175.28851,1
174.84073,1
174.06674,1
173.12033,1
170.75168,1
166.89653,1
164.37923,1
162.08679,1
159.30988,1
158.51111,1
162.47606,1
165.98792,1
169.24516,1
172.04555,1
173.84958,1
174.90266,1
174.52525,1
172.78745,1
170.20268,1
168.59576,1
167.364,1
165.74026,1
164.26443,1
161.83847,1
159.45874,1
157.7439,1
156.20992,1
153.75171,1
151.6689,1
150.02275,1
148.54079,1
147.65884,1
147.11478,1
145.29929,1
142.30576,
139.90875,
138.7139,
138.58322,
139.62302,
140.29169,
138.67041,
135.67862,
133.74751,
133.4924,
141.82202,
152.50883,
162.80443,
170.05957,
173.44551,
172.74731,
169.75522,1
167.80139,1
168.25024,1
169.60129,1
169.97049,1
168.46884,1
166.85617,1
167.52844,1
169.6521,1
171.1014,1
171.80882,1
170.45302,1
167.03369,1
162.99655,1
160.71684,1
160.62451,1
159.92632,1
157.04318,1
153.75455,1
151.54337,1
149.91159,1
148.26666,1
147.42667,1
147.5322,1
147.3422,1
145.94142,1
143.2172,1
140.95557,1
140.43259,1
140.36972,1
139.83568,1
138.41832,1
136.56244,1
135.48087,1
134.46397,1
133.56056,1
132.36928,1
130.67911,1
130.05634,1
142.54248,1
152.21994,1
158.19685,1
162.35312,1
165.78043,1
168.73712,1
171.07076,1
172.2026,1
171.97801,1
170.53735,1
168.4744,1
166.2056,
163.8859,
161.55869,
161.6341,
164.95557,
169.38895,
173.06833,
175.72034,1
175.0906,1
171.62991,1
168.64258,1
167.58469,1
167.20009,1
166.15791,1
164.79468,1
164.72858,
167.83078,
170.92389,
172.51155,
172.67868,
171.48581,
168.45892,1
164.42993,1
161.11476,1
159.74644,1
159.56854,1
160.11444,1
158.98932,1
157.06033,1
154.5969,1
151.96887,
153.65695,
159.01389,
164.67346,
167.84729,
169.82336,
170.7445,
170.32063,1
169.7418,1
167.66605,1
164.04276,1
160.29817,1
157.43513,1
156.28903,1
155.7587,1
154.60397,1
152.58685,1
150.86783,1
150.09131,1
149.34116,1
147.95961,
145.39034,
142.43153,
139.9577,
138.7695,
138.75517,
138.6583,
138.6838,
138.87973,
138.549,
138.2911,
139.78731,
139.95416,
138.34093,3
137.11865,3
138.2656,3
140.69838,3
143.56969,3
147.07365,3
149.16653,3
148.80908,3
147.7485,3
147.39612,3
148.32745,3
150.2733,3
151.14377,3
149.92873,3
148.4689,3
148.36847,3
150.33517,3
152.34224,3
150.86816,3
146.70734,3
142.4079,3
140.26956,3
142.30368,3
144.34021,3
143.62909,3
140.61339,3
137.51129,3
135.77527,3
134.15451,3
133.23814,3
134.48718,3
137.24277,3
138.3122,3
136.21988,3
133.00513,3
131.1218,3
130.69897,3
130.44122,3
129.56299,3
129.0113,3
127.68741,3
124.64752,3
120.16977,3
116.66467,3
114.11372,3
113.62528,3
118.833725,3
126.49193,3
132.95184,3
136.0351,3
135.92361,3
133.65811,
130.68396,
129.38922,
129.60544,
131.25943,
132.35995,
131.55162,3
129.74579,3
128.55766,3
129.00465,3
131.41391,3
133.10054,3
132.00247,3
128.6938,3
125.39405,3
123.1413,
122.49995,
123.97771,
126.21845,
127.46958,
128.16849,
128.17188,
128.7971,3
127.091,3
122.05189,3
118.52997,3
118.58506,3
120.99353,3
123.10936,3
123.20451,3
122.37869,3
123.48292,
126.12215,
126.86219,
125.99137,
124.39113,
123.89754,
125.18021,
124.00093,3
119.61488,3
116.706184,3
117.12355,3
122.32673,3
129.23756,3
133.44174,3
134.63292,3
134.74011,3
133.44968,3
132.11874,3
130.76163,3
128.26373,3
126.15901,3
125.52846,3
125.34612,3
124.77815,3
123.77142,3
121.98652,3
119.56731,3
117.52962,3
116.099236,3
114.78206,3
113.15379,3
110.995346,3
108.454254,3
106.165924,3
104.265045,3
102.84768,3
102.44481,3
102.74532,3
102.383896,3
99.365234,3
96.87876,3
101.9093,3
118.197205,3
132.04776,3
147.36087,3;1
159.12714,1
167.12263,1
171.1927,1
171.45491,1
170.67802,1
171.24146,1
172.69508,1
172.3995,1
170.16153,1
168.4318,1
167.48003,1
165.9047,1
162.67761,1
160.41232,1
160.01004,1
159.87125,1
158.07771,1
154.00937,1
150.6683,1
148.20149,1
146.07797,1
143.93042,1
141.49904,1
141.53787,1
143.17401,1
144.10577,1
143.501,1
141.25952,1
138.2642,1
135.25824,1
132.82504,1
132.00522,1
132.92438,1
138.3896,1
145.11572,1
147.96994,1
146.47058,1
140.80304,1
131.43596,1
125.83981,1
134.721,1
148.45828,1
158.48416,1
163.56018,1
164.4881,1
164.11026,1
164.23114,1
164.45074,1
163.55211,1
161.65031,1
160.03967,1
159.56314,1
159.15138,
157.3724,
157.63565,
160.95172,
166.67047,
171.63239,
174.48093,1
175.068,1
174.3254,1
172.64235,1
170.27205,1
168.33917,1
167.42052,1
167.90985,1
168.3126,1
168.10226,
169.93732,
172.77644,
175.09613,
176.52542,
176.55072,
175.00774,
172.84244,1
170.8273,1
169.56573,1
167.83823,1
164.9524,1
161.8546,1
158.82887,
157.22147,
157.37387,
158.50922,
157.66278,
156.91513,1
157.24701,1
158.3149,1
159.29132,1
159.54987,1
158.66385,1
157.60526,1
157.6946,1
159.00562,1
160.28148,1
160.6564,1
158.5712,1
154.33621,
149.45135,
145.73085,
143.26727,
141.1888,
140.11218,
139.30127,
137.8375,
136.67819,
135.35704,
133.26657,
129.82703,
125.804306,
122.237274,
120.11989,
120.88443,
122.19792,
124.97797,
127.98033,3
130.48245,3
131.68387,3
133.1482,3
135.64734,3
138.92816,3
143.01111,3
146.97455,3
148.29123,3
147.14389,3
145.39091,3
143.09747,3
141.18921,3
140.63785,3
141.49033,3
142.98947,3
143.70355,3
143.12292,3
141.85226,3
140.09003,3
137.3923,3
135.82033,3
137.33441,3
139.44614,3
140.4592,3
139.63191,3
136.83548,3
133.92474,3
133.61226,3
135.3298,3
136.14755,3
134.91423,3
131.87018,3
129.28915,3
128.73698,3
129.22444,3
128.84915,3
127.67225,3
127.944466,3
129.89496,3
131.38574,3
131.62122,3
130.55545,3
128.68565,3
128.79797,3
131.2298,3
134.66382,3
136.72556,3
137.6586,3
137.88702,3
137.20087,3
137.7088,3
140.52762,
143.41364,
144.13638,
142.47827,
139.61394,
139.11795,
139.73672,
139.89667,3
138.24352,3
134.26474,3
132.11182,3
134.39883,3
137.63596,3
139.68683,3
140.36957,3
140.72475,3
141.8927,
141.91719,
139.24854,
136.52026,
134.66568,
134.75266,
136.56866,3
135.96207,3
134.09653,3
133.86243,3
135.16028,3
135.89575,3
135.15051,3
134.31885,3
135.26437,3
136.23596,
136.52708,
136.36163,
135.70187,
132.93007,
129.43132,
128.18964,
128.3596,3
129.62027,3
131.13168,3
131.7873,3
133.06543,3
135.41241,3
135.63818,3
132.81033,3
130.25967,3
129.05354,3
128.54767,3
128.59004,3
129.30981,3
129.43849,3
127.21678,3
123.87892,3
121.00783,3
120.077415,3
120.27263,3
120.67958,3
120.79559,3
121.0175,3
120.845276,3
119.63927,3
117.98789,3
116.62807,3
116.111115,3
115.91089,3
115.109924,3
114.010025,3
111.81377,3
109.39887,3
107.69682,3
115.45735,3
127.91445,3
136.48839,3;1
140.98851,1
141.95013,1
140.41257,1
138.60555,1
138.9901,1
140.38232,1
139.61676,1
138.05676,1
135.86713,1
134.9075,1
134.65778,1
132.91965,1
130.52087,1
128.06393,1
126.01178,1
125.048065,1
125.23821,1
124.48273,1
121.91892,1
118.87854,1
115.49078,1
112.03653,1
109.6421,1
109.976906,1
110.92238,1
112.38401,1
114.75476,1
116.256454,1
115.52882,1
112.67752,1
109.518745,1
107.4872,1
106.0981,1
103.89119,1
102.28677,1
102.02271,1
102.685104,1
102.76128,1
101.68176,1
100.282486,1
104.19046,1
116.53567,1
127.96506,1
135.85492,1
140.1672,1
141.9664,1
142.93431,1
143.38069,1
142.96329,1
143.08264,
143.34421,
143.5611,
143.59407,
142.8113,
140.92387,
138.89204,
141.10251,1
144.73373,1
149.57278,1
156.19019,1
160.00806,1
160.50427,1
159.41148,1
157.98674,1
156.775,
155.34015,
153.26779,
150.18503,
147.35391,
144.89488,
141.1904,
139.75739,1
143.82257,1
147.9523,1
151.47581,1
153.82187,1
153.61005,1
152.35931,1
151.69444,1
151.24927,1
149.93457,
148.55295,
147.82489,
146.8766,
144.64758,
140.4689,
135.74985,
131.76395,1
129.10893,1
131.75952,1
135.83932,1
138.11018,1
139.2243,1
140.1347,1
140.70496,1
137.5878,1
132.56282,1
130.31432,1
130.1321,1
131.53244,1
133.76004,1
134.88968,1
135.80519,1
134.14923,
128.7811,
123.03758,
118.89196,
117.6051,
117.556564,
115.370674,
111.78682,
108.75378,
107.853836,
107.383934,
106.46077,
105.84311,
106.12088,
106.43704,3
107.46854,3
109.82097,3
112.63918,3
116.83449,3
121.00041,3
123.76077,3
125.814,3
128.41025,3
130.33891,3
131.07541,3
130.9967,3
130.61523,3
131.58707,3
132.9992,3
133.60916,3
133.02432,3
131.51071,3
129.67528,3
127.85763,3
127.03108,3
126.95231,3
126.23603,3
124.14014,3
121.90791,3
120.71774,3
120.61336,3
121.58261,3
123.92179,3
125.830124,3
126.23131,3
125.75522,3
125.71893,3
125.41356,3
124.925255,3
123.39137,3
120.355865,3
117.09899,3
115.17821,3
114.91614,3
115.14801,3
114.94644,3
113.66595,3
111.902954,3
110.114174,3
109.05904,3
108.51628,3
107.91742,3
109.24695,3
111.7814,3
113.64134,3
114.755356,3
114.561874,3
114.2661,3
114.81596,3
118.06375,3
124.15947,3
129.93697,3
133.5502,
134.49698,
133.07599,
131.08058,
128.93289,
126.033005,
122.0838,
118.10052,3
113.95325,3
110.90679,3
110.70026,3
113.72103,3
117.37863,3
121.104416,3
124.36801,3
126.833534,3
127.3793,
125.11708,
121.46108,
118.89263,
118.75293,
119.29176,
119.25528,
118.04337,3
116.95679,3
117.15958,3
117.69931,3
117.248665,3
116.166565,3
113.25445,3
110.16606,3
109.3839,3
110.58588,
111.14458,
110.0954,
110.03863,
111.84085,
114.4512,
118.14607,
122.11756,3
125.50849,3
127.22525,3
126.36557,3
124.55867,3
123.34842,3
122.19545,3
120.79993,3
119.97425,3
118.641426,3
116.382965,3
114.46596,3
114.87339,3
116.086105,3
114.44736,3
112.28946,3
112.53588,3
113.13559,3
112.25577,3
109.56288,3
106.76714,3
104.363785,3
102.69484,3
101.184074,3
99.746155,3
98.95959,3
98.09684,3
96.816536,3
95.11012,3
92.2715,3
89.54874,3
