Coefficients,Instruments
11.599236,
22.690601,
145.93091,8;9
145.95291,8;9
146.64056,9;8
149.6922,9;8
157.31699,9;8
164.29022,9;8
169.08772,9;8;7
172.34506,8;9;7
173.73035,8;9;7
173.0737,8;9;7
170.81467,8;9;7
167.40503,8;9;7
164.256,8;9;7
165.35239,8;9;7
170.82735,8;9;7
176.45007,8;9;7
181.47835,8;9;7
184.8515,8;9;7
185.27917,9;8;7
183.67073,9;8;7
181.10634,9;8;7
179.9577,9;8;7
180.4513,9;8;7
180.58401,9;8;7
180.5022,9;8;7
180.77563,9;8
180.63121,9;8
179.59103,8;9;7
180.51198,8;9;7
182.66457,8;9;7
183.46448,8;9;7
183.07521,8;9;7
181.43788,8;9;7
179.7085,8;9;7
178.82816,8;9;7
177.9172,8;9;7
176.40765,8;9;7
175.0234,8;9;7
174.72556,8;9;7
174.75388,8;9;7
175.40247,8;9;7
175.99538,8;9;7
175.9048,8;9;7
175.45984,8;9;7
174.86917,8;9;7
173.75137,8;9;7
172.6368,8;9;7
172.2004,8;9;7
170.78897,8;9;7
168.95322,8;9;7
167.7315,8;9;7
167.9877,8;9;7
168.67699,8;9;7
169.55644,8;9;7
169.79997,8;9;7
168.89523,8;9;7
166.20932,8;9;7
162.86186,8;9;7
160.87701,8;9;7
160.58534,8;9;7
160.04141,8;9;7
159.82712,8;9;7
159.73346,8;9;7
161.0439,8;9;7
162.83492,8;9;7
164.35211,8;9;7
164.86093,8;9;7
163.88307,8;9;7
161.49745,8;9;7
157.74469,8;9;7
152.87769,8;9;7
148.4191,8
144.95132,8
140.81473,8
136.73273,8
134.62875,8
133.92145,8
133.48755,8
133.70645,8
134.34119,8
134.83328,8
133.87859,8
131.93245,8
129.06412,8
126.235855,8
123.76988,8
123.360596,8
123.776276,8
123.17972,
120.81676,
115.68376,
108.25983,
101.26106,
102.89821,
112.6355,
119.67171,
121.517715,8
119.85489,8
116.5953,8
112.10002,8
108.09509,8
107.1883,8
109.07699,8
113.90996,8
116.751434,8
114.97384,8
108.21574,8
98.6889,8
90.699615,8
87.424286,8
86.73594,8
85.46157,8
84.943405,8
90.01325,8
97.88823,
100.53836,8
100.42235,8
99.51996,8
98.44063,8
96.7003,8
94.18405,8
91.55845,8
91.37166,8
93.70903,8
95.091064,8
94.2666,
90.9048,
86.25842,
81.1384,
77.67081,
76.83237,
77.23616,
84.0615,
92.276665,8
96.92286,8
97.83688,8
96.57678,8
93.86098,8
90.466446,8
87.65782,8
86.50505,8
87.347336,8
88.584595,
89.11165,
88.61792,
85.76396,
80.36599,
76.80107,
82.25069,
89.59861,
94.47545,8
100.89407,8
103.86627,8
104.88992,8
103.38707,8
99.03537,8
94.86835,8
92.67999,8
93.01385,8
93.21641,8
92.50754,
91.43251,
91.363914,
92.606766,
92.90856,
92.126724,
90.587105,
87.99887,
84.934814,
81.30884,
83.52655,8
86.90534,8
87.71217,8
88.095634,8
85.82041,8
82.17012,8
77.54259,8
74.592514,8
74.7619,8
75.3682,8
74.41398,
71.73893,
69.24182,
67.604355,
68.39633,
71.402084,
73.07953,
74.602646,
85.9715,
95.93443,
101.85079,8;7
104.38417,8;7
104.20056,8;7
103.78301,8;7
106.45775,8;7
108.90706,8;7
109.31547,8;7
108.98869,8;7
107.52409,8;7
106.114,8;7
105.2083,8;7
104.85759,8;7
104.81583,8;7
104.42273,8;7
105.4646,8;7
105.586365,8;7
104.505295,8;7
103.9538,8;7
103.5997,8;7
102.74842,8;7
102.79922,8;7
103.33804,8;7
104.23923,8;7
105.6197,8;7
105.366394,8;7
105.83118,8;7
107.04271,8;7
108.7899,8;7
109.24304,8;7
109.71994,8;7
110.57643,8;7
113.0894,8;9;7
115.0195,8;9;7
115.991394,8;9;7
116.11586,8;9;7
116.33432,8;9;7
116.048805,8;9;7
114.67896,8;9;7
113.223885,8;9;7
113.88681,8;9;7
119.75882,8;9;7
125.507126,8;9;7
131.62338,8;9;7
138.94012,8;9;7
145.52557,8;9;7
147.93839,8;9;7
147.71259,8;9;7
146.11462,8;9;7
145.51309,8;9;7
146.37003,8;9;7
146.88672,8;9;7
146.99857,8;9;7
146.6831,8;9;7
147.08833,8;9;7
147.05045,8;9;7
146.49304,8;9;7
146.76645,8;9;7
147.14967,8;9;7
146.607,8;9;7
145.83694,8;9;7
145.56567,8;9;7
145.27936,8;9;7
145.52187,8;9;7
147.65112,8;9;7
150.80241,8;9;7
152.2374,8;9;7
153.18248,8;9;7
152.70282,8;9;7
151.5003,8;9;7
149.15837,8;9;7
145.89436,8;9;7
142.8429,8;9;7
141.27878,8;9;7
142.10591,8;9;7
142.55415,8;9;7
143.25525,8;9;7
145.51344,8;9;7
148.32065,9;8;7
148.28107,9;8;7
146.30128,9;8;7
146.185,9;8;7
149.09602,9;8;7
151.86642,9;8;7
151.50679,9;8;7
149.12517,9;8;7
147.47116,9;8
149.96172,9;8;7
152.35251,8;9;7
152.76921,8;9;7
151.954,8;9;7
149.2561,8;9;7
146.60263,8;9;7
144.9497,8;9;7
143.57224,8;9;7
141.98834,8;9;7
139.76752,8;9;7
138.33022,8;9;7
137.47842,8;9;7
137.11876,8;9;7
136.36775,8;9;7
136.40155,8;9;7
137.12079,9;8;7
138.14862,9;8;7
139.11243,9;8;7
140.11401,9;8;7
140.02678,9;8;7
137.58517,9;8;7
134.7846,9;8;7
133.43147,9;8;7
131.9434,9;8;7
130.52396,9;8;7
128.11252,9;8;7
125.570694,9;8;7
125.65271,9;8;7
130.15149,9;8;7
133.3573,9;8;7
133.99284,9;8;7
133.6796,9;8;7
132.59245,9;8;7
130.82669,9;8;7
129.03773,9;8
126.87311,9;8
125.92036,9;8
130.32483,9;8
138.61093,9;8
144.14679,9;8
144.45102,9;8
142.23593,9;8
139.27274,9;8
136.5925,9;8
135.22722,9;8
133.7836,9;8
131.32108,9;8
130.16422,9;8
130.93729,9;8
131.03746,9;8
130.60011,9;8
129.33582,9;8
127.06269,9;8
123.88356,9;8
121.04358,9;8
120.12878,9;8
119.839554,9;8
119.47687,9;8
119.48578,9;8
119.54651,9;8
119.49216,9;8
119.672745,9;8
120.20627,9;8
120.94345,9;8
118.89934,9;8
114.15279,9;8
109.253296,9;8
108.31137,9;8
113.862045,9;8
116.3689,9;8
115.74501,9;8
113.639915,9;8
110.80167,9;8
107.56604,9;8
105.34328,9;8
106.72998,9;8
108.64537,8
108.51305,8
108.29291,8
109.690735,8
111.37712,8;9
114.12903,8;9
119.84054,8;9
127.05513,8;9
129.1592,8;9
127.86659,8;9
125.092636,8;9
122.51778,8;9
121.3401,8;9
120.56723,8;9
120.19751,8;9
120.83191,8;9
120.71822,8;9
120.11557,8;9
121.0356,8;9
121.35217,8;9
119.15535,8
116.45889,8
114.73129,8
115.75195,8
117.21353,8
118.24556,8
119.38733,8
119.5885,8
119.83885,8
122.29594,8
128.08899,8
133.34769,8
136.75095,8
136.75496,8
134.2346,8
130.22893,8
125.27929,8
121.12431,8
118.17845,8
115.07161,8
114.255295,8
117.61304,8
123.29918,8
128.1438,8
131.46509,8;9;7
132.74557,8;9;7
133.61526,8;9;7
136.96637,8;9;7
143.69403,8;9;7
151.34338,8;9;7
158.74673,8;9;7
163.55713,8;9;7
165.61311,8;9;7
165.35672,8;9;7
163.16367,8;9;7
160.54208,8;9;7
157.36938,8;9;7
154.38718,8;9;7
152.41208,8;9;7
150.67067,8;9;7
149.2218,8;9;7
148.61911,8;9;7
149.08167,8;9;7
149.38632,8;9;7
147.2737,8;9;7
144.92719,8;9;7
144.29248,8;9;7
145.44849,8;9;7
145.89008,8;9;7
145.00244,8;9;7
143.91673,8
142.95505,8
142.10953,8
140.37003,8
138.71623,8
137.09624,8
136.05408,8
134.71242,8
132.47227,8
129.90761,8
127.00813,8
124.78409,8
123.13944,8
122.21359,8
122.42043,8
125.19033,8
128.88708,8
133.54199,8
138.20667,8
144.24231,8
150.54184,8
155.71841,8;9;7
159.35153,8;9;7
160.35687,8;9;7
160.2112,8;9;7
160.19421,8;9;7
159.84033,8;9;7
159.934,8;9;7
158.74385,8;9;7
157.03839,8;9;7
155.21901,8;9;7
155.38692,8;9;7
155.63696,8;9;7
154.5982,8;9;7
153.50911,8;9;7
154.25818,8;9;7
155.79837,8;9;7
157.12714,8;9;7
157.86237,8;9;7
158.36958,8;9;7
158.13612,8;9;7
158.07123,8;9;7
157.05038,8
154.26857,8
153.51154,8
154.50748,8
154.60388,8
153.16107,8
150.58585,8
148.90668,8
147.61005,8
145.68874,8
144.59908,8
145.5148,8
148.05594,8
150.74248,8
152.56319,8
153.39746,8
153.58371,8
155.23642,8
160.70886,8
166.98929,8;9
171.93059,9;8
174.14124,9;8
173.81735,9;8
173.25345,9;8
173.29935,9;8
173.18076,9;8
172.1464,9;8
170.0915,9;8
168.29018,9;8
166.92184,9;8
164.02795,9;8
160.89713,9;8
159.07361,9;8
161.05417,9;8
165.11493,9;8
168.08069,9;8
170.42563,9;8
171.69135,9;8
170.85239,9;8
169.22174,9;8
165.86598,8
160.42612,8
156.62723,8
155.37396,8
154.76834,8
154.63864,8
154.19107,8
152.49323,8
151.14182,8
152.08514,8
155.34853,8
158.03186,8
159.18106,8
159.09006,8
158.73505,8
159.30545,8
158.43375,8
155.52974,8
149.7228,8
144.587,8
145.0778,8
150.09006,8
155.58415,8
158.05875,8
156.57074,8
153.82837,8
151.9293,8
151.3223,8
151.28511,8
149.40457,8
146.54468,8
144.16675,8
142.11105,8
141.30548,8
140.9152,8
142.05228,8
143.93178,8
144.48187,8
144.82733,8
148.74545,8
149.88776,8
149.18774,8
147.6873,8
146.00955,8
144.05771,8
141.78256,8
139.59064,8
137.47421,8
135.77129,8
134.55011,8
133.59576,8
132.28604,8
130.97643,8
130.57655,8
130.84291,8
131.52399,8
133.81451,8
136.93617,8
140.11128,8
143.37845,8
145.88736,8
147.6419,8
149.62758,8;9;7
151.2036,8;9;7
150.70934,8;9;7
150.22342,8;9;7
150.68085,8;9;7
151.87572,8;9;7
152.1354,8;9;7
151.16452,8;9;7
150.07883,8;9;7
149.64056,8;9;7
149.4321,8;9;7
149.35928,8;9;7
149.8511,8;9;7
150.32388,8;9;7
149.96844,8;9;7
149.0266,8;9;7
147.79407,8;9;7
147.41132,8;9;7
148.08965,8;9
148.1347,8;9
147.47173,8;9
146.76805,8;9
145.83224,8;9
144.65263,8;9
143.1583,8;9
142.5292,8;9
143.36919,8;9
144.72052,8;9
145.10126,8;9
145.41412,8;9
146.37735,8;9
146.76048,8;9
146.39432,8;9
146.01134,8;9
145.12662,8;9
144.58899,8;9
147.46574,8;9
151.58119,8;9
154.17697,8;9
155.67084,8;9
155.93999,8;9
155.51797,8;9
154.4784,8;9;7
154.5945,8;9;7
154.70337,8;9;7
153.94485,8;9;7
153.1957,8;9;7
153.08177,8;9;7
155.36798,8;9;7
159.30978,8;9;7
161.48514,8;9;7
162.25053,8;9;7
160.92882,8;9;7
158.09494,8;9;7
156.49979,8;9;7
156.8823,8;9;7
156.74106,8;9;7
156.51161,8;9;7
155.86943,8;9;7
153.9849,8;9;7
150.39282,8;9
147.68787,8;9
149.03076,8;9
154.2597,8;9
158.77614,8;9
160.26157,8;9
160.04694,8;9
158.7684,8;9
157.30899,8;9
155.57692,8;9
152.73883,8;9
149.74783,8;9
147.4072,8
146.71057,8
147.20491,8
148.49017,8
149.53741,8
148.56303,8
146.00616,8
143.19005,8
141.62372,8;9
142.54413,8;9
145.0394,8;9
147.92242,8;9
151.00443,8;9
152.62604,8;9
152.5155,8;9
151.91087,8;9
150.9273,8;9
150.25507,8;9
150.20166,8;9
151.04642,8;9
151.87503,8;9
152.01036,8;9
151.66125,8;9
150.63013,8;9
149.28256,8;9
148.19208,8;9
147.89597,8;9
148.13928,8;9
148.47772,8
150.16815,8
152.47598,8
154.61174,8
158.83766,8
162.25745,8
163.19699,8
163.00269,8
161.72314,8
158.68814,8
154.23843,8
152.32953,8
151.09047,8
150.97208,8
151.98369,8
152.02429,8
151.15398,8
149.6989,
148.22887,
147.82465,8
147.57559,8
145.7862,8
144.20433,8
140.41264,8
137.0906,8
139.0856,8
145.5013,8
150.30832,8
154.29704,8
156.38998,8
157.38461,8
158.63475,8
158.96353,8
158.95728,8
156.78783,8
154.32999,8
151.30057,8
146.31625,8
142.77106,8
142.2064,8
144.64444,8
150.67844,8
154.38159,8
153.44974,8
149.93185,8
147.15802,8
149.41852,8
151.50702,8
150.40422,8
145.68646,8
140.83269,8
138.07907,8
136.20187,8
136.63254,8
140.5071,8
142.67706,8
142.62976,8
139.50232,8
135.41646,8
135.29791,8
135.12395,8
133.88568,8
134.08868,8
135.6182,8
135.68988,8;9;7
133.57526,8;9;7
133.93816,8;9;7
143.17746,8;9;7
157.17068,8;9;7
167.26181,8;9;7
172.79208,8;9;7
176.91324,8;9;7
179.48032,8;9;7
179.94516,8;9;7
179.68906,8;9;7
179.08543,8;9;7
177.9233,8;9;7
176.58383,8;9;7
175.91531,8;9;7
176.331,8;9;7
177.03448,8;9;7
178.21652,8;9;7
179.6831,8;9;7
180.4969,8;9;7
181.90994,8;9;7
183.45667,8;9;7
183.3699,8;9;7
182.29053,8;9;7
181.04549,8;9;7
180.20062,8;9;7
179.50253,8;9;7
178.35574,8;9;7
178.15924,8;9;7
179.71014,8;9;7
180.70586,8;9;7
180.42181,8;9;7
179.58252,8;9;7
179.28369,8;9;7
179.06433,8;9;7
177.97894,8;9;7
176.77417,9;8;7
176.59732,9;8;7
177.3549,9;8;7
178.97949,9;8;7
180.76367,9;8;7
182.03546,8;9;7
182.15556,8;9;7
181.2182,8;9;7
180.59134,8;9;7
178.90195,8;9;7
176.17746,8;9;7
173.27829,8;9;7
169.7601,8;9;7
165.91887,8;9;7
162.31714,8;9;7
161.32605,8;9;7
161.3636,8;9;7
160.46149,8;9;7
157.83643,8;9;7
153.74582,8;9;7
150.08115,8;9;7
147.61612,8;9;7
146.42012,8;9;7
146.00269,8;9;7
145.70822,8;9;7
144.98141,8;9;7
143.62349,8;9;7
142.3003,8;9;7
140.83731,8;9;7
140.63353,8;9;7
140.36847,8;9;7
138.57535,8;9;7
136.41641,8;9;7
133.4787,8;9;7
130.61708,8;9;7
128.70451,8;9;7
132.2003,8;9;7
140.56708,8;9;7
149.37558,8;9;7
156.37604,8
159.88318,8
159.77924,8
156.77151,8
154.3179,8
152.86584,
150.95792,8
148.12114,8
145.76488,8
144.06424,8
142.21255,8
140.9088,8
140.10506,8
138.5679,8
136.72113,8
135.0896,8
133.84752,8
131.41779,8
127.7939,8
126.33909,8
125.94888,8
127.32037,8
128.96806,8
131.24078,8
137.72809,8
148.96227,8
157.1926,8
160.23453,8
161.09776,8
164.16577,8
167.54594,8
166.75362,8
161.81946,8
157.1549,8
155.80055,8
156.1745,8
155.86215,8
154.06334,8
150.92325,8
148.79108,8
147.3183,8
145.22598,8
144.47571,8
143.83466,8
143.53952,8
145.23283,8
146.37177,8
147.09094,8
145.66316,8
144.0431,8
142.74667,8
142.3282,
142.36557,
151.14923,8
158.93506,8
162.76591,8
163.1778,8
160.90656,8
157.39728,8
154.29475,8
151.73444,8
149.64996,8
147.42645,8
144.43375,8
142.26974,8
142.12552,8
142.93013,8
143.77606,8
143.56882,8
140.87372,8
137.05438,8
135.00732,8
135.04248,8
135.48709,8
139.71126,8
146.45247,8
151.96468,8
156.61945,8
159.71252,8
160.78366,
159.41217,
157.11797,8;7
155.4584,8;7
155.00136,8;7
154.26257,8;7
152.32434,8;7
150.80515,8;7
149.67496,8;7
149.12024,8;7
149.1156,8;7
148.81868,8;7
148.81558,8;7
151.23514,8;7
154.64905,8;7
157.4694,8;7
161.91852,8;7
172.46098,8;7
182.52106,8;7
188.03899,8;7
188.86319,8;7
186.02156,8;7
182.03009,8;7
177.88553,8;7
175.31522,8;7
174.03006,8;7
174.52046,8;7
174.20651,8;7
173.72462,8;7
172.3426,8;7
169.82541,8;7
166.8504,8;7
165.19963,8;7
165.08255,8;7
166.09137,8;7
166.93352,8;7
167.04796,8;7
166.7033,8;7
167.33992,8;7
170.5655,8;7
172.85773,8;7
173.02232,8;7
171.41003,8;7
169.70868,8;7
168.50958,8;7
165.56813,8;7
160.98709,8;7
158.34445,8;7
158.44975,8;7
159.11398,8;7
158.29358,8;7
157.48676,8;7
156.12837,8;7
154.50293,8;7
154.4628,8;7
155.56818,8;7
157.03526,8;7
159.23602,8;7
160.8075,8;7
161.06229,8;7
160.15082,8;7
159.98122,8;7
160.20364,8;7
158.97531,8;7
157.29344,8;7
157.26682,8;7
158.37094,8;7
158.87404,8;7
158.48203,8;7
159.08496,8;7
159.54242,8;7
159.88087,8;7
159.85132,8;7
159.56331,8;7
159.62764,8;7
160.23227,8;7
159.96088,8;7
158.79466,8;7
157.70274,8;7
158.04822,8;7
158.37497,8;7
159.08487,8;7
160.66908,8;7
161.67654,8;7
161.2511,8;7
160.12166,8;7
159.14366,8;7
158.76715,8;7
159.42201,8;7
159.41937,8;7
158.79579,8;7
158.69928,8;7
159.4473,8;7
160.38388,8;7
166.45633,8;7
176.45973,8;7
183.49481,8;7
188.34956,8;7
190.3252,8;7
190.18358,8;7
189.27559,8;7
188.19962,8;7
186.96027,8;7
185.59943,8;7
183.64737,8;7
180.75037,8;7
177.75009,8;7
175.4759,8;7
173.58409,8;7
172.16473,8;7
173.12375,8;7
174.76193,8;7
175.43213,8;7
175.23416,8;7
175.47104,8;7
174.87634,8;7
173.08965,8;7
170.99377,8;7
169.40863,8;7
168.47559,8;7
168.04128,8;7
168.45845,8;7
174.27176,8;7
180.5205,8;7
183.33873,8;7
183.13608,8;7
182.10648,8;7
181.34377,8;7
179.86334,8;7
176.81305,8;7
174.60716,8;7
175.53134,8;7
177.09636,8;7
176.57118,8;7
174.09364,8;7
173.7767,8;7
175.08105,8;7
175.38507,8;7
174.31027,8;7
172.60895,8;7
170.75055,8;7
169.39955,8;7
168.23026,8;7
167.19363,8;7
165.58456,8;7
164.82889,8;7
164.89099,8;7
166.37071,8;7
173.20653,8;7
178.45111,8;7
180.44823,8;7
180.1223,8;7
178.66638,8;7
175.46042,8;7
172.39777,8;7
169.66678,8;7
165.91687,8;7
163.71075,8;7
162.5488,8;7
163.06427,8;7
163.02316,8;7
161.89719,8;7
160.47961,8;7
159.49408,8;7
159.51297,8;7
158.87592,8;7
157.93288,8;7
158.93849,7
165.50067,7
170.90105,8;7
172.2455,8;7
171.71236,8;7
172.20857,8;7
174.35698,8;7
175.02533,8;7
173.15356,8;7
170.63776,8;7
169.51373,8;7
169.3645,8;7
168.05257,8;7
165.58727,8;7
164.16707,8;7
162.99548,8;7
161.56287,8;7
162.111,8;7
163.30353,8;7
163.60242,8;7
162.85498,8;7
162.19925,8;7
164.63982,8;7
173.13776,8;7
181.53282,8;7
187.01393,8;7
188.41429,8;7
187.28952,8;7
185.44675,8;7
183.24384,8;7
180.24649,8;7
177.42825,8;7
175.33838,8;7
173.18213,8;7
171.54553,8;7
172.31116,8;7
174.38293,8;7
175.21648,8;7
175.17535,8;7
175.49167,8;7
174.97647,8;7
173.88556,8;7
173.95996,8;7
174.28394,8;7
173.41466,8;7
171.88742,8;7
171.04677,8;7
175.55275,8;7
180.89699,8;7
184.08891,8;7
185.32886,8;7
186.03879,8;7
187.34283,8;7
187.0003,8;7
184.5927,8;7
183.39188,8;7
184.05138,8;7
184.75592,8;7
185.17377,8;7
184.29022,8;7
183.00302,8;7
180.9039,8;7
179.93164,8;7
180.81644,8;7
181.99054,8;7
182.85835,8;7
183.40376,8;7
183.29416,8;7
182.50938,8;7
182.80713,8;7
184.30359,8;7
184.10477,8;7
181.92902,8;7
180.43158,8;7
179.703,8;7
179.10886,8;7
179.94754,8;7
183.13379,8;7
185.16115,8;7
186.34009,8;7
186.44989,8;7
185.5013,8;7
184.60834,8;7
184.43805,8;7
184.35918,8;7
183.45435,8;7
182.32672,8;7
181.73508,8;7
181.11127,8;7
180.38644,8;7
177.92578,8;7
174.52487,8;7
172.07684,8;7
171.56894,8;7
176.56445,8;7
181.2269,8;7
183.75896,8;7
184.03656,8;7
182.19489,8;7
179.91585,8;7
178.68304,8;7
177.65512,8;7
177.22987,8;7
176.71649,8;7
174.20375,8;7
169.46725,8;7
163.7023,8;7
159.49643,8;7
161.35704,8;7
168.3306,8;7
173.36292,8;7
174.32372,8;7
172.1579,8;7
169.23178,8;7
167.96344,8;7
167.41986,8;7
166.86491,8;7
166.19647,8;7
165.69286,8;7
165.94403,8;7
166.59058,8;7
166.42294,8;7
164.87888,8;7
162.64252,8;7
161.3193,8;7
160.54059,8;7
159.35681,8;7
158.05869,8;7
156.9805,8;7
165.15869,8;7
175.68553,8;7
183.18854,8;7
186.99362,8;7
186.68582,8;7
183.72733,8;7
180.94067,8;7
179.06737,8;7
177.3292,8;7
175.5245,8;7
174.2847,8;7
173.69693,8;7
172.52461,8;7
170.92877,8;7
170.36508,8;7
170.27484,8;7
170.72662,8;7
170.60904,8;7
170.59552,8;7
172.29984,8
175.18954,8
179.51031,8
183.25328,8
186.0929,8
187.91187,8
187.6276,8
184.33478,8
179.80624,8
176.08398,8
174.0599,8
173.17734,8
172.44531,8
171.72249,8
171.39297,8
170.98773,8
170.32147,8
169.07574,8
168.03983,
166.66403,8;7
166.66258,8;7
169.39053,8;7
173.53519,8;7
175.4487,8;7
175.22548,8;7
175.33096,8;7
177.46683,8;7
178.49792,8;7
176.74838,8;7
174.04968,8;7
173.47964,8;7
174.08636,8;7
173.80873,8;7
172.58855,8;7
172.07083,8;7
172.2113,8;7
171.66545,8;7
171.45721,8;7
171.06647,8;7
169.15622,8;7
166.35855,8;7
164.9946,8;7
164.52655,8;7
165.8613,8;7
175.36996,8;7
185.52353,8;7
190.78772,8;7
191.15697,8;7
187.92502,8;7
183.01387,8;7
178.80408,8;7
176.34364,8;7
176.1615,8;7
176.39651,8;7
177.58345,8;7
178.33295,8;7
178.29689,8;7
177.59998,8;7
177.15707,8;7
177.42393,8;7
177.3455,8;7
176.0055,8;7
175.61877,8;7
179.64496,8;7
185.35834,8;7
189.919,8;7
192.82669,8;7
193.76392,8;7
192.81784,8;7
190.87369,8;7
187.7258,8;7
185.14554,8;7
183.75903,8;7
182.93698,8;7
182.53766,8;7
181.52554,8;7
180.21408,8;7
180.0506,8;7
181.17374,8;7
182.04984,8;7
182.21228,8;7
181.5043,8;7
179.96399,8;7
177.32684,8;7
175.21082,8;7
176.00604,8;7
180.79437,8;7
185.88538,8;7
188.37415,8;7
188.1907,8;7
185.3748,8;7
182.78644,8;7
182.54102,8;7
182.5048,8;7
181.83403,8;7
181.01886,8;7
180.14458,8;7
179.41539,8;7
179.08388,8;7
178.51674,8;7
178.36203,8;7
179.18283,8;7
179.63516,8;7
181.52505,8;7
183.39145,8;7
184.00092,8;7
182.35092,8;7
180.03638,8;7
178.43771,8;7
178.60895,8;7
179.42896,8;7
178.59483,8;7
176.73387,8;7
174.67947,8;7
174.3352,8;7
175.03839,8;7
175.1366,8;7
173.865,8;7
172.57834,8;7
170.31792,8;7
168.23343,8;7
167.87175,8;7
167.28143,8;7
165.77039,8;7
164.31915,8;7
164.80112,8;7
166.17923,8;7
166.34177,8;7
164.88586,8;7
162.48418,8;7
160.84213,8;7
161.3187,8;7
161.66185,8;7
160.59769,8;7
157.45439,8;7
154.33768,8;7
153.5875,8;7
153.69571,8;7
153.55823,8;7
153.86305,8;7
153.83081,8;7
152.99081,8;7
152.26036,8;7
151.62299,8;7
150.05792,8;7
147.31422,8;7
145.2016,8;7
144.43121,8;7
145.33102,8;7
146.97073,8;7
147.96725,8;7
149.02548,8;7
150.69104,8;7
151.80458,8;7
151.18243,8;7
149.5403,8;7
150.15988,8;7
152.11044,8;7
152.92157,8;7
151.49838,8;7
149.03201,8;7
147.21564,8;7
154.44943,8;7
166.57407,8;7
175.66678,8;7
179.0415,8;7
178.28363,8;7
177.19382,8;7
176.31001,8;7
174.94214,8;7
176.51372,8;7
181.06512,8;7
185.14067,8;7
187.02127,8;7
186.99548,8;7
188.36972,8;7
191.1287,8;7
191.70341,8;7
188.66528,8;7
184.01071,8;7
180.84924,8;7
180.60449,8;7
182.38654,8;7
184.51535,8;7
184.53798,8;7
182.3403,8;7
179.75836,8;7
177.75836,8;7
177.47586,8
179.5214,8
183.05472,8
185.70331,
185.34927,8;7
182.78908,8;7
180.82425,8;7
178.95132,8;7
175.87918,8;7
172.68475,8;7
170.53502,8;7
168.37897,8;7
166.6734,8;7
164.43193,8;7
162.40399,8;7
161.28609,8;7
160.60544,8;7
160.42606,8;7
161.63293,8;7
162.98575,8;7
163.01822,8;7
163.34337,8;7
164.01704,8;7
163.88725,8;7
162.16939,8;7
158.87738,8;7
156.35637,8;7
154.87689,8;7
155.91507,8;7
157.39854,8;7
158.57141,8;7
158.12123,8;7
157.05486,8;7
156.06978,8;7
154.31424,8;7
152.10939,8;7
150.72559,8;7
151.32758,8;7
151.95244,8;7
151.36227,8;7
149.95193,8;7
150.4418,8;7
152.34909,8
154.16519,8
155.4874,8
155.48517,8
154.521,8
153.57483,8
152.90904,8;7
151.7741,8;7
150.04196,8;7
148.04782,8;7
146.09776,8;7
145.72098,8;7
147.63205,8;7
149.55286,8;7
149.44211,8;7
147.92493,8;7
147.38617,8;7
146.4422,8;7
145.23572,8;7
144.5564,8;7
143.92651,8;7
147.21687,8;7
154.68082,8;7
160.84921,8;7
164.40051,8;7
164.85333,8;7
162.42761,8;7
158.45609,8;7
156.05128,8;7
157.55673,8;7
160.93068,8;7
163.7938,8;7
164.73825,8;7
163.33295,8;7
160.58809,8;7
158.8975,8;7
162.25513,8;7
167.18881,8;7
168.74673,8;7
166.76048,8;7
164.20787,8;7
163.03137,8
163.36383,8
163.66165,8
162.62975,
161.87595,8;7
162.78754,8;7
164.33652,8;7
164.69852,8;7
163.45262,8;7
161.00815,8;7
157.97226,8;7
155.43298,8;7
153.61649,8;7
152.3041,8;7
150.78217,8;7
148.59348,8;7
145.26321,8;7
141.48648,8;7
138.20726,8;7
135.63574,8;7
133.27272,8;7
131.4706,8;7
130.27802,8;7
128.65457,8;7
125.19469,8;7
121.24277,8;7
117.628624,8;7
115.074554,8;7
113.291916,8;7
110.79854,8;7
108.050606,8;7
104.86511,8;7
102.42745,8;7
101.12363,8;7
99.11708,8;7
96.45148,8;7
93.25226,8;7
90.48571,8;7
88.65243,
86.71591,
84.539734,
82.06328,
78.717255,8;9;7
76.57332,8;9;7
84.90457,8;9;7
118.573074,8;9;7
145.9169,8;9;7
161.45422,8;9;7
168.21402,8;9;7
171.13531,8;9;7
172.74629,8;9;7
174.68478,8;9;7
175.84003,8;9;7
175.51253,8;9;7
174.36882,8;9;7
173.18918,8;9;7
172.61055,8;9;7
172.35796,8;9;7
171.77884,8;9;7
171.09727,8;9;7
169.2841,8;9;7
167.05725,8;9;7
165.46729,8;9;7
163.40189,8;9;7
159.13713,8;9;7
154.47174,8;9;7
151.4281,8;9;7
149.66547,8;9;7
149.14894,8;9;7
149.64249,
148.82535,
145.36224,
140.37686,8;9;7
135.88295,8;9;7
133.19061,8;9;7
130.82907,8;9;7
127.70911,8;9;7
123.285194,8;9;7
118.929306,8;9;7
114.10765,8;9;7
109.95972,8;9;7
111.0637,8;9;7
129.21169,8;9;7
148.11243,8;9;7
162.00168,8;9;7
169.98172,8;9;7
171.8519,9;8;7
172.18372,9;8;7
172.70386,9;8;7
173.41626,9;8;7
173.83322,9;8;7
175.19348,9;8;7
178.0624,9;8;7
180.4739,9;8;7
181.98044,9;8;7
182.17068,9;8;7
180.07367,9;8;7
178.95142,9;8;7
178.02582,9;8;7
175.7528,9;8;7
174.43604,9;8;7
174.76915,9;8;7
174.36249,9;8;7
173.79167,9;8;7
174.2789,9;8;7
174.13931,9;8;7
173.022,9;8;7
